id,nemo,descipcion,agrupacion,tipo_agente,fecha_proceso,lote_id_log
158551,GD7134XI,METAL G. SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158552,REYDGBON,REYDEL AUTOMOTIVE,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158553,GD0113FI,MINISTERIO DE EDUCACION,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158554,GD3894OI,NALCO ARGENTINA S R L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158555,GD8782OI,MINISTERIO DESARROLLO SOCIAL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158556,GD0176DI,UNIVERSIDAD DE LA PUNTA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158557,GD0177DI,ALUBRY SAN LUIS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158558,GD0180JI,PANEDILE ARGENTINA SA-PERFIL S,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158559,GD1838CI,AYSA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158560,GD1840CI,FRANCISCUS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158561,GD1839CI,CTC ADMINISTRADORA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158562,GD0068NI,CANTERA EL DORADO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158563,GD0115HI,JOSE ROMA SALA E HIJOS SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158564,GD7132XI,DINOSAURIO SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158565,GD01703I,HIPOCOOP Y OTRAS COOP UTE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158566,CLASARXS,C.E.Y SERV.P.DE LAS ARRIAS,DISTRIBUCIÓN,PAFTT No Agente - Res SE123/95,2020-05-05 11:08:14.531913,67
158567,GD7138XI,METALFOR SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158568,GDCG08XI,DEALCA SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158569,GD7137XI,COOP DE TRABAJO BUEN PASO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158570,GD7135XI,COMP ALI.Y CEREALES SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158571,GD0805NI,LINOR I S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158572,GD0806NI,LINOR II S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158573,GD0181JI,SERV. PENIT. PROVINCIAL Serv.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158574,EUROLTON,EUROFARMA ARGENTINA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158575,PUMACAKN,PUMA CATAMARCA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158576,HOTERMON,HOTELES Y GESRION SRL,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158577,GD8961OI,Gobierno Ciudad Autonoma de Bs,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158578,GD0833OI,Servicio Buques Guardacostas,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158579,GD3868OI,BOMBAS GRUNDFOS DE ARGENTINA S,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158580,GD0079QI,EPAS (Planta Potab Centenario),GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158581,GD0080QI,Cooperativa La Flor (chacra),GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158582,GD1065TI,INGECO SAC CIFIAGF,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158583,GDUQ01XI,OLEGA SACIIAYF,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158584,GD1846CI,AYSA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158585,GD1847CI,ARTE GRAFICO EDIT.ARG. S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158586,GWCG21EI,GREEN CROPS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158587,GWCG22EI,ASOC. COOP. ARGENTINAS LTDA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158588,GWCG23EI,SANOVO GREENPACK S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158589,GD01713I,AGRO IMPACTO SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158590,GD01723I,SUR TRADE S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158591,GD01733I,OBRAS SANITARIAS MDP SE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158592,GWTW41UI,CONSERMAR S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158593,BLBAHUSN,BLACK BAMBOO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158594,BILSO3ON,BILSEIL III,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158595,BILSO4ON,BILSEIL IV,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158596,GD0046LI,ALIANZA DEL NORTE SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158597,GWUT263I,AGROPACK INSUMOS SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158598,OB21STAT,AMPLIACION ET P.BANDERITA,,Transportista Independiente,2020-05-05 11:08:14.531913,67
158599,GWCC15EI,EXTRABERRIES DE CONCORDIA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158600,GD0178DI,NEW GEN BREEDERS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158601,GD1848CI,AYAN HNOS.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158602,GD1849CI,MUNDIAL S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158603,GD1853CI,VITRODI S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158604,GD1850CI,METROVIAS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158605,GD1851CI,GEMETEC S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158606,GD1852CI,SANCHEZ WALTER,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158607,GD1854CI,IVC,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158608,GD2826OI,SINAX SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158609,GD2652OI,ABSA (Aguas Bonaerenses S.A),GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158610,GD0156II,UNIVERSIDAD NAC. DE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158611,CTPEREZG,CT PEREZ - SECCO,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158612,CTCGOMEG,CT CAÑADA DE GOMEZ - SECCO,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158613,CTVOCAMG,CT VILLA OCAMPO - SECCO,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158614,CTMATH2G,CT MATHEU II - APR ENERGY,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158615,CTZAPPAG,CT ZAPPALORTO - APR ENERGY,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158616,CTRENOVG,CT RENOVA - ALBANESI ENERGIA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158617,CTEZEIZG,CT EZEIZA ETAPA1 G MEDITERRANE,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158618,CTEZEI2G,CT EZEIZA ETAPA2 G MEDITERRANE,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158619,CTINDEPG,CT INDEPEND. ETAPA1 G MEDITERR,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158620,CTINDE2G,CT INDEPEND. ETAPA2 G MEDITERR,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158621,CTPPILAG,CT PILAR BS AS- PAMPA ENERGÍA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158622,CTLUJA2G,CT LUJAN II - ARAUCARIA ENERGY,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158623,CT9JULIG,CT 9 de JULIO C Cost ATLANTICA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158624,CTBRAG2G,CT BRAGADO 2 - GENNEIA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158625,CTANCHOG,CT ANCHORIS - METHAX,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158626,CTSALT2G,CT SALTO 2 - SoENERGY,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158627,CTSPEDRG,CT SAN PEDRO - SPI ENERGY SA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158628,CTCAIMAG,CT CAIMANCITO -SULLAIR,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158629,CTBRACHG,CT BRACHO - Y-GEN ELECTRICA II,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158630,CTPALM2G,CT LAS PALMAS 2 - ARAUCARIA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158631,CTMATH3G,CT MATHEU III - ARAUCARIA ENER,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158632,CTBRAG3G,CT BRAGADO 3 - GENNEIA,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158633,CTGROJOG,CT GENERAL ROJO,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158634,CTRTERCG,CT RIO TERCERO II - SoENERGY,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158635,CTLCAMPG,CT LOMA CAMPANA 1 -YPF,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158636,GD0723SI,H F S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158637,GD0724SI,PAP.SAN JOSE DE LA ESQUINA S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158638,GD0725SI,PAPELERA ANDINO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158639,GD0182JI,ICEBERG AGRICOLA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158640,GD0183JI,CERAS SAN JUAN S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158641,GD0166EI,CLUB DE VOLANTES ENTRE RIOS,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158642,GDGS01XI,SOBRERO Y CAGNOLO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158643,GDGS02XI,SOBRERO Y CAGNOLO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158644,MOCARELY,MOLINO CANUELAS - REALICO,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
158645,MOCASJOY,MOLINO CANUELAS - SAN JUSTO,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
158646,MOCA3A3Y,MOLINO CANUELAS - 3 ARROYOS,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
158647,MOCACH1Y,MOLINO CANUELAS - CHACABUCO,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
158648,MOCAPIOY,MOLINO CANUELAS - PILAR,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
158649,MOCAROSY,MOLINO CANUELAS - ROSARIO,GRANDES USUARIOS,Gran Usuario Mayor (GUMA),2020-05-05 11:08:14.531913,67
158650,MOCAREHN,MOLINO CANUELAS - RESISTENCIA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158651,GD0116HI,CENCOSUD S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158652,GD1855CI,SOFSE OP FERROVIARIA S.E.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158653,GD1856CI,J.P. MORGAN SERVICES ARGENTINA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158654,GD1861CI,HOSPITAL MAT. INFANTIL GOITIA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158655,GD1857CI,SOFSE FERROVIARIA S.E.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158656,GD1858CI,RED DEER S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158657,GD1859CI,MUN. DE AVELLANEDA - ECOPUNTO,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158658,GD1860CI,SOFSE OP FERROVIARIA S.E.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158659,GWUT273I,TANDIL JUGOS SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158660,GWOL293I,MINERALES ARGENTINOS,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158661,GD0809OI,ARX ARCILLEX S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158662,GD6188OI,NICOTEX SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158663,GD2370OI,Escuela de Suboficiales Sargen,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158664,GD3254OI,LABORATORIOS JAYOR SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158665,GD5071OI,ELECTRODOS SIDERAL SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158666,GD01743I,CONS PORT REGIONAL MDP,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158667,GD0807NI,IDUMAD VIRASORO SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158668,GD0727SI,BIASSONI E HIJOS S.A.I.C.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158669,GD0726SI,BARNABA Y CIA. S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158670,GD0184JI,OSSE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158671,GD0081QI,CLTC (Base Satelital China),GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158672,OBNOA10T,ET PANTANILLO,,Transportista Independiente,2020-05-05 11:08:14.531913,67
158673,OBNOA11T,CABLE INDEPENDENCIA ESTATICA,,Transportista Independiente,2020-05-05 11:08:14.531913,67
158674,OBNOA12T,CABLE INDEPENDENCIA ESTATICA,,Transportista Independiente,2020-05-05 11:08:14.531913,67
158675,GD5503OI,KB - GOM S R L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158676,GD8044OI,BANCO DE GALICIA Y BS AS SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158677,GD8829OI,INDUSTRIAS FERPAK S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158678,GD4029TI,ESCUELA (EST.514) DE MANUALID,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158679,GD1863CI,INDUSTRIALIZADORA DE METALES,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158680,GD1862CI,EMDEP NIRSA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158681,GD0179DI,ODDINO LEANDRO JOSE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158682,GD0082QI,Petroplastic S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158683,GDVN01XI,TANTAL ARGENTINA S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158684,GD0728SI,PAREX KLAUKOL S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158685,GD0729SI,SCHMIDT MARIANA BELEN,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158686,GD5231WI,ARROZ GUAVIRAVI S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158687,GD6714OI,CONDUFLEX S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158688,REFSAFPD,RECURSOS Y ENERGIA FORMOSA SA,DISTRIBUCIÓN,Distribuidor,2020-05-05 11:08:14.531913,67
158689,GD0167EI,MARINGA MADERAS S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158690,GD0168EI,GRAMM AGROPECUARIA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158691,GD01753I,HIPOCOOP Y OTRAS COOP UTE,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158692,GD0069NI,I.M.A.S.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158693,GD4950WI,BELCOS S.A.I.y F.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158694,GD0169EI,BIO NOGOYA S.A. EN FORMACION,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158695,GD1869CI,MINISTERIO DE MODERNIZACION,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158696,GD1865CI,AYSA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158697,GD1864CI,CONSORCIO DE PROPIETARIOS,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158698,GD1868CI,CIA. INTEGRAL DE ALIMENTOS S.A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158699,GD1866CI,AYSA S.A.BOMBEO CLOACAL LANUS,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158700,GD7144XI,ESTABLECIMIENTO LAS CHILCAS S.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158701,GD0026PI,Pto. LAS PALMAS,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158702,GD0731SI,AMRO S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158703,GD0732SI,TUTTO PORKYS S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158704,GD0730SI,COOP.C.Y T.ARROCEROS V.ELISA L,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158705,GD7146XI,LACTEOS PUYEHUE S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158706,CEOJUMEG,C.EOLICA EL JUME Sgo del Ester,GENERACIÓN,Generador,2020-05-05 11:08:14.531913,67
158707,GD1876CI,EMP.IN. AREN.-LANDMARK INVES,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158708,GD1878CI,BURZACO METALES S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158709,GD1874CI,FRESENIUS KABI S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158710,GD1875CI,INDUSTRIAS D'ELIA S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158711,GD1871CI,ENRIQUE MARTIN ROSSI S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158712,GD1873CI,INC S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158713,GD1877CI,TANDANOR S.A.C.I Y N.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158714,GD1870CI,COLEGIO CHAMPAGNAT,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158715,GD1872CI,PARQUEPEL S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158716,GD7904WI,ADECO AGROPECUARIA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158717,GD8604OI,LENTERDIT SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158718,GD9281OI,UNITED LOGISTIC COMPANY S A,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158719,GD9514OI,MUNDO TEXTIL SA,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158720,GD0170EI,FUNDACION CENTRO DEMEDICINA NU,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158721,GD0171EI,ESTANCIA JUBILEO S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158722,GD1066TI,NOVO PLAY S.R.L.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158723,INLESLDN,INDUSTRIAS LEYSA SA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158724,MINEPAYN,MINERA SANTA RITA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158725,PAMPNEQN,PAMPA ENERGIA - CTA,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158726,PAMPDSCN,PAMPA ENERGIA - PLANTA LIVIANO,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158727,PAMPPSCN,PAMPA - PL. PESADOS,GRANDES USUARIOS,Gran Usuario Menor (GUME),2020-05-05 11:08:14.531913,67
158728,GD0808NI,Transporte Lorenzo SRL,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158729,GD0734SI,D.B.T. S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158730,GD0736SI,A.F.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158731,GD0733SI,YERUVA S.A.,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
158732,GD0735SI,UNIV.NAC.ROS.FAC.HUMANIDADES,GRANDES USUARIOS,GRAN DEMANDA EN DISTRIBUIDOR,2020-05-05 11:08:14.531913,67
